client_id,birthdate,state,gender
cx17600,1979-07-26,st08,cg1
cx29582,1967-05-23,st15,cg1
cx08488,1986-04-06,st15,cg1
cx00251,1989-02-14,st04,cg1
cx20054,1960-12-25,st15,cg2
cx29636,1988-11-25,st15,cg1
cx22465,1978-12-11,st15,cg1
cx13668,1988-02-01,st04,cg1
cx18454,1964-06-12,st25,cg1
cx14437,1964-09-27,st25,cg2
cx18724,1959-07-21,st15,cg2
cx04578,1962-06-29,st15,cg2
cx31690,1966-06-03,st25,cg2
cx15010,1989-02-10,st15,cg2
cx10815,1960-10-09,st15,cg2
cx02938,1967-05-25,st21,cg1
cx14172,1979-04-02,st15,cg2
cx38686,1983-01-27,st15,cg2
cx12703,1974-02-02,st15,cg1
cx00521,1979-04-18,st25,cg1
cx27563,1937-01-15,st04,cg1
cx22447,1986-09-12,st15,cg1
cx27669,1963-07-05,st15,cg2
cx29973,1976-01-31,st25,cg1
cx03995,1982-06-02,st15,cg2
cx03707,1978-03-12,st15,cg1
cx26663,1975-11-12,st15,cg1
cx12384,1966-07-28,st15,cg1
cx02843,1970-12-09,st15,cg2
cx25060,1967-11-26,st25,cg2
cx31060,1984-04-21,st25,cg1
cx27554,1987-10-12,st25,cg1
cx00514,1990-10-22,st04,cg2
cx33994,1969-07-31,st15,cg1
cx07752,1986-09-23,st04,cg1
cx28888,1984-07-31,st04,cg2
cx06353,1965-07-06,st15,cg2
cx20754,1987-12-29,st15,cg2
cx10747,1977-12-12,st15,cg1
cx04283,1953-05-23,st15,cg1
cx08543,1952-03-26,st15,cg2
cx13313,1978-07-16,st21,cg1
cx31453,1989-04-07,st15,cg2
cx19853,1983-05-30,st15,cg1
cx24726,1989-03-25,st15,cg1
cx14809,1974-11-13,st25,cg1
cx20996,1975-09-13,st15,cg2
cx33627,1960-04-07,st21,cg1
cx30643,1985-09-04,st21,cg1
cx17664,1973-12-15,st21,cg2
cx13791,1982-02-01,st25,cg1
cx06984,1975-06-30,st21,cg1
cx35570,1966-03-20,st15,cg1
cx37739,1981-09-02,st25,cg2
cx24795,1972-10-26,st25,cg1
cx03015,1985-10-04,st18,cg2
cx26347,1987-11-10,st15,cg1
cx05048,1964-10-15,st15,cg2
cx07697,1956-04-06,st15,cg2
cx34463,1983-04-11,st15,cg2
cx12316,1965-09-15,st21,cg1
cx25901,1980-05-26,st15,cg2
cx01819,1982-12-15,st25,cg1
cx31299,1968-08-24,st08,cg2
cx01322,1977-04-05,st15,cg1
cx15237,1965-02-09,st15,cg2
cx33545,1989-07-29,st21,cg2
cx23258,1961-09-30,st15,cg1
cx31078,1983-07-13,st15,cg1
cx29020,1960-08-18,st21,cg2
cx14979,1977-05-04,st15,cg2
cx07531,1954-07-25,st21,cg2
cx22189,1978-09-21,st15,cg2
cx00064,1978-01-28,st21,cg1
cx09788,1986-04-29,st21,cg2
cx35504,1981-02-04,st18,cg1
cx05225,1959-12-17,st15,cg2
cx16571,1984-12-17,st15,cg2
cx27584,1983-07-06,st02,cg2
cx22167,1981-04-28,st08,cg1
cx21942,1983-12-09,st15,cg2
cx18873,1971-04-05,st15,cg1
cx31592,1988-10-14,st15,cg1
cx16404,1957-09-08,st15,cg1
cx27975,1983-05-25,st18,cg2
cx19546,1987-09-11,st08,cg2
cx36468,1983-02-18,st25,cg2
cx14598,1990-08-14,st15,cg1
cx11712,1964-06-14,st25,cg2
cx24922,1970-01-06,st21,cg1
cx05674,1976-06-18,st08,cg2
cx22817,1989-10-25,st15,cg1
cx30055,1969-05-01,st15,cg1
cx04954,1973-05-07,st25,cg2
cx27395,1960-08-18,st15,cg2
cx24056,1977-08-07,st15,cg1
cx27086,1986-06-17,st15,cg2
cx23230,1978-09-09,st15,cg2
cx32279,1949-01-31,st21,cg1
cx10991,1951-04-01,st04,cg1
cx06012,1987-05-02,st15,cg1
cx09808,1972-11-22,st15,cg1
cx18168,1948-08-18,st21,cg2
cx00143,1964-03-28,st15,cg1
cx23031,1987-05-11,st08,cg2
cx06071,1980-10-29,st21,cg2
cx03902,1982-05-06,st15,cg2
cx38486,1988-03-24,st04,cg2
cx09626,1988-11-07,st08,cg1
cx31374,1969-09-18,st25,cg1
cx02142,1982-10-24,st15,cg1
cx25157,1970-06-27,st15,cg1
cx12740,1982-07-12,st15,cg2
cx34008,1964-12-05,st15,cg2
cx27069,1991-01-09,st15,cg1
cx00719,1988-10-24,st04,cg2
cx02790,1965-01-14,st15,cg2
cx34344,1988-08-28,st15,cg2
cx06713,1990-03-08,st15,cg1
cx24979,1979-10-18,st21,cg2
cx33174,1981-01-30,st21,cg1
cx18966,1978-02-10,st04,cg1
cx18824,1979-07-08,st15,cg1
cx18003,1985-08-25,st15,cg2
cx18866,1982-03-30,st21,cg1
cx37343,1973-11-11,st15,cg1
cx08752,1983-02-08,st15,cg2
cx23233,1965-10-31,st15,cg1
cx04795,1959-04-07,st15,cg2
cx26754,1968-03-05,st15,cg1
cx03571,1954-08-18,st15,cg2
cx09325,1984-02-02,st18,cg2
cx36821,1968-08-03,st15,cg2
cx11714,1959-04-25,st15,cg2
cx35718,1966-09-27,st15,cg2
cx01973,1989-01-30,st25,cg1
cx01524,1956-08-16,st25,cg1
cx33171,1976-02-11,st15,cg2
cx12991,1968-08-13,st15,cg1
cx12641,1976-06-05,st25,cg1
cx25182,1984-10-26,st15,cg1
cx29317,1972-03-06,st04,cg1
cx21648,1983-09-28,st15,cg2
cx04362,1986-03-26,st08,cg1
cx02711,1986-11-21,st15,cg2
cx12783,1973-10-11,st15,cg1
cx15622,1989-04-16,st15,cg1
cx33584,1979-11-04,st08,cg1
cx08009,1949-04-04,st04,cg2
cx36574,1954-01-04,st25,cg2
cx31598,1947-08-15,st21,cg1
cx01476,1973-11-20,st15,cg2
cx34110,1985-05-07,st15,cg1
cx10864,1985-07-01,st21,cg2
cx16722,1988-04-09,st04,cg1
cx37907,1977-09-12,st25,cg1
cx25237,1974-02-15,st15,cg1
cx18642,1968-05-01,st25,cg2
cx29808,1967-08-14,st25,cg1
cx26799,1954-06-02,st15,cg2
cx36316,1966-12-30,st15,cg1
cx08372,1976-09-20,st15,cg2
cx24770,1969-08-05,st15,cg1
cx02412,1962-11-12,st25,cg2
cx37150,1967-04-13,st25,cg2
cx35828,1981-02-24,st21,cg2
cx16535,1979-05-09,st15,cg1
cx16681,1988-01-26,st21,cg1
cx08816,1959-01-15,st08,cg1
cx23059,1964-01-09,st08,cg2
cx07421,1991-04-21,st21,cg1
cx04893,1979-10-15,st15,cg1
cx29935,1964-09-15,st15,cg2
cx34403,1943-03-30,st15,cg1
cx11397,1964-03-05,st15,cg1
cx29420,1990-05-01,st21,cg1
cx34098,1979-02-10,st15,cg2
cx17228,1961-05-11,st15,cg2
cx16133,1988-01-16,st15,cg2
cx29051,1983-01-13,st15,cg1
cx35406,1978-09-18,st21,cg2
cx10661,1990-09-17,st21,cg1
cx31466,1990-11-17,st15,cg2
cx24109,1989-08-22,st08,cg1
cx09817,1984-07-01,st15,cg2
cx38820,1989-07-06,st15,cg1
cx23666,1979-02-16,st25,cg1
cx01174,1942-01-08,st15,cg1
cx04419,1961-04-28,st04,cg2
cx12149,1975-07-21,st15,cg1
cx12157,1988-11-02,st21,cg1
cx36925,1982-12-20,st15,cg1
cx38735,1982-09-15,st25,cg1
cx15018,1983-03-29,st25,cg1
cx13556,1951-09-27,st15,cg1
cx32284,1961-08-15,st25,cg2
cx19101,1988-11-16,st21,cg1
cx30497,1982-04-11,st25,cg1
cx37532,1972-03-27,st15,cg2
cx12556,1991-05-31,st08,cg2
cx17903,1991-11-11,st15,cg1
cx14927,1988-08-17,st21,cg1
cx03746,1969-04-09,st25,cg2
cx22355,1958-03-12,st25,cg2
cx26353,1971-11-10,st25,cg1
cx22582,1976-09-09,st15,cg1
cx14208,1966-11-02,st15,cg1
cx30598,1971-06-04,st25,cg1
cx03388,1965-03-28,st15,cg2
cx25163,1985-01-04,st08,cg2
cx28815,1984-04-18,st04,cg1
cx08758,1981-03-05,st15,cg1
cx24173,1980-04-30,st15,cg1
cx02373,1981-12-20,st15,cg1
cx37635,1983-10-19,st15,cg2
cx31931,1985-05-30,st21,cg1
cx00486,1969-05-01,st12,cg1
cx11571,1967-01-22,st25,cg2
cx03950,1977-01-15,st15,cg1
cx27736,1981-10-01,st21,cg1
cx35476,1948-11-30,st25,cg2
cx24764,1959-12-28,st15,cg1
cx36038,1948-06-15,st08,cg2
cx15019,1990-12-26,st15,cg2
cx12409,1982-05-31,st15,cg1
cx26333,1965-02-01,st25,cg1
cx06333,1985-06-14,st04,cg1
cx13574,1976-06-08,st15,cg1
cx37369,1961-01-11,st25,cg1
cx20249,1970-12-25,st04,cg2
cx32293,1976-07-29,st15,cg1
cx16329,1982-06-28,st15,cg2
cx37849,1981-05-25,st21,cg1
cx19652,1972-05-28,st15,cg2
cx26297,1981-02-21,st15,cg2
cx32817,1982-07-22,st04,cg1
cx14296,1961-12-20,st15,cg2
cx17441,1945-12-22,st08,cg2
cx29367,1977-03-10,st15,cg1
cx38019,1968-11-20,st15,cg2
cx13129,1977-04-26,st25,cg1
cx20941,1984-08-24,st25,cg2
cx12415,1976-02-20,st04,cg1
cx34619,2006-05-18,st15,cg2
cx15745,1985-09-27,st25,cg2
cx10502,1979-10-16,st08,cg2
cx19735,1966-09-11,st15,cg2
cx26704,1960-06-18,st25,cg2
cx29326,1987-03-01,st21,cg2
cx00608,1983-12-16,st01,cg1
cx05421,1980-12-31,st15,cg2
cx35814,1944-02-09,st15,cg2
cx36967,1964-04-17,st25,cg2
cx36005,1973-12-25,st15,cg1
cx26880,1981-01-06,st15,cg2
cx35917,1979-11-24,st02,cg2
cx18708,1979-03-28,st15,cg2
cx28416,1985-10-17,st15,cg1
cx25405,1990-06-17,st15,cg2
cx13119,1971-09-25,st04,cg1
cx06751,1951-10-08,st21,cg1
cx02137,1991-04-26,st15,cg2
cx09099,1945-06-06,st15,cg1
cx03753,1987-04-02,st15,cg1
cx19506,1985-07-16,st25,cg1
cx13203,1965-04-11,st25,cg2
cx14724,1958-03-18,st15,cg2
cx14263,1951-07-11,st15,cg2
cx32647,1967-06-06,st15,cg2
cx07554,1981-03-31,st15,cg1
cx18333,1974-10-08,st15,cg1
cx13832,1971-01-16,st15,cg1
cx29116,1989-07-20,st15,cg2
cx32091,1989-03-05,st15,cg1
cx14527,1987-07-07,st15,cg1
cx11568,1976-06-16,st25,cg2
cx33732,1947-11-15,st15,cg1
cx24034,1984-12-02,st15,cg2
cx30074,1973-01-22,st21,cg1
cx22056,1959-01-11,st08,cg2
cx02583,1982-07-01,st15,cg1
cx16591,1984-07-20,st15,cg2
cx15939,1990-06-26,st04,cg1
cx11898,1970-11-27,st15,cg2
cx19136,1991-01-04,st25,cg1
cx08903,1963-02-13,st15,cg1
cx13820,1963-09-01,st04,cg2
cx32743,1982-07-19,st24,cg1
cx16581,1990-06-12,st15,cg1
cx09901,1975-01-07,st15,cg1
cx09514,1983-03-16,st25,cg1
cx19560,1965-11-21,st15,cg2
cx07200,1977-11-12,st15,cg2
cx15144,1975-06-17,st15,cg1
cx20960,1980-07-10,st21,cg1
cx10918,1961-03-09,st04,cg1
cx00853,1982-11-26,st15,cg2
cx35033,1965-11-27,st26,cg1
cx34164,1972-04-28,st15,cg1
cx37541,1954-11-30,st04,cg2
cx33200,1971-11-01,st22,cg2
cx18176,1990-11-11,st15,cg1
cx28850,1982-09-29,st15,cg2
cx17484,1988-11-02,st15,cg2
cx16047,1985-03-03,st15,cg2
cx10071,1974-10-03,st15,cg1
cx05689,1973-03-29,st21,cg2
cx19827,1979-01-09,st15,cg1
cx35120,1980-12-28,st15,cg1
cx18387,1939-11-20,st15,cg1
cx12726,1942-03-16,st15,cg2
cx31995,1968-04-12,st22,cg1
cx02007,1982-12-20,st26,cg2
cx08604,1945-12-07,st15,cg1
cx35382,1979-02-12,st15,cg2
cx21657,1959-05-14,st08,cg1
cx30111,1977-06-03,st15,cg1
cx08547,1978-08-21,st15,cg1
cx19350,1951-07-25,st15,cg1
cx19450,1958-05-12,st08,cg2
cx13963,1985-04-05,st15,cg1
cx23023,1956-11-09,st15,cg1
cx09645,1981-11-01,st08,cg1
cx17864,1988-06-21,st15,cg2
cx35959,1969-07-12,st25,cg2
cx23338,1973-06-04,st22,cg2
cx27274,1982-09-07,st21,cg2
cx18854,1983-06-09,st25,cg2
cx07741,1949-04-21,st21,cg1
cx32478,1946-09-18,st25,cg1
cx15633,1961-02-02,st08,cg1
cx00258,1949-01-08,st15,cg2
cx03046,1981-09-26,st15,cg1
cx22401,1965-03-26,st15,cg1
cx28080,1971-01-29,st15,cg2
cx31972,1957-01-08,st15,cg1
cx12161,1991-10-07,st15,cg1
cx07398,1991-01-27,st15,cg2
cx32068,1984-07-26,st26,cg2
cx33608,1990-11-19,st21,cg1
cx11559,1980-10-21,st15,cg1
cx27705,1978-11-27,st15,cg2
cx07473,1959-09-06,st15,cg1
cx26559,1957-09-05,st25,cg1
cx05095,1975-08-15,st15,cg1
cx29755,1967-07-18,st25,cg1
cx21243,1991-03-28,st15,cg1
cx30925,1988-03-15,st08,cg1
cx25546,1970-04-23,st08,cg1
cx36844,1973-10-30,st21,cg1
cx04038,1961-12-12,st15,cg2
cx09776,1950-11-29,st25,cg2
cx32393,1981-10-16,st15,cg1
cx09296,1981-01-22,st15,cg1
cx33857,1980-07-24,st21,cg2
cx38367,1962-04-22,st21,cg2
cx32600,1969-11-23,st08,cg1
cx06083,1979-05-11,st15,cg2
cx37435,1980-06-03,st15,cg2
cx29586,1977-01-08,st15,cg1
cx04003,1977-09-18,st25,cg2
cx21236,1971-09-16,st08,cg2
cx36980,1989-06-09,st25,cg1
cx05589,1984-05-25,st25,cg1
cx16101,1987-01-20,st15,cg1
cx06673,1976-01-29,st04,cg1
cx25601,1957-08-05,st15,cg2
cx32985,2003-04-13,st21,cg2
cx02689,1988-07-18,st21,cg1
cx34437,1987-01-14,st25,cg1
cx22525,1980-02-12,st16,cg2
cx09854,1965-07-23,st15,cg1
cx37025,1969-01-11,st15,cg1
cx04187,1984-06-05,st15,cg1
cx11608,1966-06-28,st15,cg2
cx08175,1956-01-29,st17,cg1
cx18247,1976-03-19,st15,cg2
cx03519,1961-01-09,st25,cg2
cx29966,1991-06-11,st15,cg2
cx14564,1961-05-12,st15,cg2
cx37985,1985-07-17,st25,cg2
cx10780,1983-10-26,st02,cg1
cx06936,1900-11-01,st15,cg1
cx25926,1989-11-24,st15,cg1
cx25368,1982-06-04,st15,cg2
cx35214,1991-06-17,st15,cg1
cx29557,1983-09-03,st15,cg1
cx15827,1937-12-10,st25,cg2
cx08128,1974-09-26,st04,cg2
cx23076,1939-09-24,st15,cg2
cx32411,1961-11-10,st21,cg2
cx18404,1989-03-02,st15,cg2
cx32666,1977-06-13,st25,cg2
cx26904,1979-12-09,st15,cg1
cx36519,1944-09-18,st02,cg1
cx37621,1970-05-29,st04,cg1
cx29157,1989-02-05,st25,cg1
cx25342,1981-09-10,st21,cg2
cx06837,1975-09-30,st15,cg2
cx10915,1991-08-31,st15,cg2
cx19648,1976-12-29,st15,cg2
cx04705,1983-02-21,st25,cg2
cx04979,1983-04-12,st21,cg1
cx22902,1989-10-02,st25,cg2
cx38201,1951-01-20,st15,cg1
cx15293,1981-08-20,st15,cg1
cx04625,1974-10-26,st25,cg1
cx04970,1990-12-19,st15,cg1
cx36504,1966-09-08,st25,cg2
cx15362,1984-10-29,st25,cg1
cx24220,1974-04-05,st15,cg1
cx01323,1983-07-25,st15,cg1
cx18964,1978-11-15,st02,cg1
cx37971,1977-04-12,st15,cg1
cx19444,1957-09-13,st15,cg2
cx03866,1982-07-05,st15,cg1
cx29067,1983-12-05,st04,cg2
cx04447,1972-08-11,st15,cg1
cx23283,1981-04-08,st15,cg2
cx10236,1964-06-07,st04,cg1
cx15335,1984-10-14,st15,cg1
cx03201,1962-09-06,st25,cg1
cx34843,1987-05-14,st15,cg1
cx09414,1968-10-23,st25,cg1
cx26498,1979-01-19,st04,cg2
cx38718,1976-06-08,st04,cg2
cx13459,1982-12-06,st15,cg1
cx04460,1959-07-21,st25,cg1
cx07930,1965-09-20,st15,cg2
cx29237,1979-09-26,st25,cg1
cx02228,1959-03-28,st15,cg1
cx38517,1980-03-20,st15,cg1
cx08314,1967-11-28,st15,cg1
cx27923,1964-02-08,st15,cg2
cx21571,1962-03-15,st15,cg2
cx23340,1989-05-27,st15,cg2
cx09677,1961-03-19,st15,cg1
cx28996,1965-07-30,st15,cg1
cx04895,1971-01-31,st04,cg2
cx25799,1968-11-10,st15,cg1
cx33649,1971-06-22,st15,cg2
cx28104,1958-08-07,st15,cg1
cx14945,1990-09-10,st15,cg1
cx31013,1989-01-21,st04,cg2
cx25665,1977-07-29,st25,cg2
cx21419,1977-09-01,st21,cg2
cx21722,1959-06-10,st08,cg2
cx32773,1984-07-18,st15,cg1
cx00573,1987-12-17,st08,cg1
cx08579,1989-04-06,st15,cg2
cx25823,1989-01-24,st15,cg2
cx00906,1961-11-17,st15,cg1
cx12153,1983-09-22,st21,cg1
cx19485,1974-09-06,st15,cg1
cx04414,1985-01-14,st25,cg1
cx35850,1983-03-17,st15,cg2
cx15802,1969-07-15,st15,cg1
cx04224,1965-05-28,st15,cg1
cx20736,1967-05-08,st21,cg2
cx32701,1965-05-30,st15,cg1
cx33903,1974-04-05,st15,cg1
cx26193,1985-02-08,st15,cg2
cx36253,1963-05-06,st15,cg1
cx09182,1978-11-12,st15,cg2
cx13836,1981-07-05,st08,cg1
cx11514,1985-07-07,st15,cg1
cx31639,1964-04-03,st15,cg1
cx03770,1988-05-06,st21,cg1
cx28541,1970-12-30,st15,cg1
cx06043,1961-03-24,st15,cg2
cx23579,1962-09-01,st21,cg1
cx02509,1965-01-18,st08,cg1
cx05497,1961-08-30,st15,cg1
cx27269,1987-10-11,st15,cg2
cx13283,1986-06-25,st25,cg1
cx20966,1989-11-27,st15,cg1
cx01372,1947-07-14,st21,cg2
cx27871,1958-03-30,st05,cg2
cx09087,1972-10-19,st15,cg1
cx03493,1984-07-20,st15,cg2
cx38771,1952-08-23,st21,cg2
cx35390,1969-11-10,st08,cg1
cx04011,1975-09-04,st21,cg1
cx21660,1990-02-11,st15,cg2
cx05192,1972-01-15,st25,cg2
cx04485,1977-12-11,st15,cg1
cx36678,1954-06-14,st15,cg2
cx10125,1986-05-16,st15,cg1
cx19205,1986-04-09,st02,cg1
cx18278,1964-08-09,st15,cg2
cx21362,1977-07-09,st04,cg2
cx19137,1984-07-22,st13,cg2
cx23588,1985-11-08,st08,cg1
cx34119,1959-06-16,st25,cg1
cx34520,1982-06-30,st25,cg2
cx31392,1988-04-18,st15,cg1
cx00652,1985-10-12,st25,cg1
cx34977,1979-03-12,st15,cg1
cx21888,1977-08-25,st18,cg1
cx21907,1983-02-18,st15,cg1
cx15747,1987-01-04,st15,cg2
cx35842,1981-03-15,st21,cg2
cx07468,1992-04-14,st18,cg1
cx11681,1979-12-15,st04,cg1
cx02496,1972-01-22,st15,cg2
cx35655,1973-04-12,st15,cg1
cx31702,1987-12-31,st15,cg1
cx28384,1980-06-02,st15,cg2
cx21927,1938-09-30,st15,cg2
cx10744,1992-05-24,st15,cg2
cx10823,1973-12-21,st15,cg2
cx19581,1989-12-17,st15,cg2
cx08806,1980-12-29,st15,cg2
cx34847,1961-12-18,st21,cg2
cx00408,1974-08-19,st15,cg2
cx01946,1993-09-01,st15,cg2
cx38131,1982-02-24,st15,cg2
cx30654,1962-11-11,st15,cg2
cx14113,1988-06-14,st21,cg2
cx32032,1972-02-21,st15,cg2
cx27865,1991-10-10,st15,cg1
cx08337,1977-09-15,st15,cg1
cx12866,1987-09-25,st15,cg1
cx03065,1988-11-17,st15,cg2
cx30590,1976-11-16,st04,cg1
cx21513,1966-04-03,st15,cg2
cx20555,1974-11-30,st25,cg1
cx06052,1982-02-25,st25,cg1
cx32547,1963-02-02,st15,cg2
cx20482,1974-07-29,st15,cg1
cx31075,1990-02-05,st25,cg1
cx27216,1939-07-28,st15,cg2
cx00821,1960-03-15,st15,cg2
cx05211,1969-10-12,st15,cg2
cx14234,1979-11-30,st15,cg2
cx09391,1972-07-01,st15,cg1
cx28612,1984-03-09,st25,cg1
cx26472,1985-08-25,st15,cg1
cx21465,1948-06-06,st15,cg1
cx10374,1984-04-12,st08,cg2
cx10329,1975-01-21,st04,cg1
cx31986,1960-11-12,st15,cg2
cx09321,1986-12-16,st23,cg1
cx34635,1968-09-09,st15,cg2
cx08219,1945-02-09,st25,cg2
cx35084,1953-03-25,st15,cg2
cx13682,1977-02-13,st13,cg1
cx14488,1990-12-25,st04,cg1
cx12385,1965-01-24,st15,cg1
cx00111,1989-12-08,st15,cg1
cx20561,1979-05-09,st25,cg1
cx22469,1979-12-21,st25,cg2
cx27790,1982-12-24,st21,cg2
cx05457,1952-07-23,st25,cg2
cx14109,1971-04-02,st15,cg1
cx17496,1966-07-16,st15,cg1
cx14919,1983-07-09,st08,cg1
cx10884,1983-11-12,st15,cg2
cx00231,1965-06-23,st08,cg1
cx22903,1990-08-05,st15,cg1
cx30898,1982-06-08,st04,cg2
cx07691,1965-01-31,st02,cg2
cx25376,1969-11-25,st21,cg1
cx08689,1955-10-02,st15,cg2
cx19927,1980-04-18,st26,cg1
cx28826,1984-09-27,st25,cg2
cx13334,1987-10-08,st04,cg2
cx00368,2005-06-20,st15,cg2
cx30494,1962-09-22,st25,cg1
cx31714,1991-04-27,st15,cg1
cx33511,1960-04-23,st21,cg1
cx11624,1963-09-20,st15,cg1
cx22316,1991-12-24,st21,cg2
cx33141,1983-04-10,st25,cg2
cx21273,1963-04-02,st11,cg2
cx18028,1981-11-05,st25,cg1
cx04172,1981-07-10,st25,cg1
cx02387,1974-07-14,st25,cg1
cx00537,1963-08-22,st15,cg1
cx13925,1947-10-16,st15,cg1
cx31571,1979-09-23,st25,cg2
cx02567,1978-04-26,st15,cg1
cx14361,1981-11-07,st04,cg2
cx10320,1962-07-02,st25,cg2
cx13207,1981-11-19,st13,cg1
cx28122,1982-01-27,st17,cg2
cx08671,1992-04-23,st15,cg2
cx03484,1977-03-13,st21,cg1
cx32877,1981-08-08,st22,cg1
cx10206,1979-03-03,st15,cg2
cx26972,1972-12-23,st15,cg2
cx26013,1977-10-27,st15,cg1
cx35169,1988-04-25,st15,cg2
cx04126,1991-03-10,st25,cg1
cx11988,1961-03-09,st25,cg2
cx20995,1962-01-02,st04,cg1
cx05015,1982-12-02,st15,cg1
cx09647,1977-04-05,st15,cg1
cx03545,1971-12-25,st15,cg1
cx30713,1975-01-23,st21,cg1
cx38604,1984-05-20,st15,cg2
cx13760,1990-01-01,st02,cg1
cx23455,1979-10-22,st02,cg2
cx02584,1982-02-26,st15,cg2
cx20719,1991-07-04,st15,cg2
cx25813,1986-04-23,st15,cg1
cx03972,1979-11-06,st15,cg1
cx04936,1978-08-25,st09,cg2
cx28275,1983-03-28,st15,cg1
cx16600,1969-11-05,st04,cg2
cx19166,1988-02-27,st25,cg2
cx26466,1980-06-15,st15,cg1
cx10440,1987-02-05,st24,cg2
cx16165,1983-10-03,st25,cg1
cx00412,1969-05-13,st25,cg1
cx24242,1979-09-29,st18,cg1
cx07423,1986-04-26,st15,cg1
cx21219,1978-04-24,st25,cg2
cx19126,1975-10-31,st15,cg2
cx18482,1970-05-24,st15,cg2
cx00742,1959-02-11,st08,cg2
cx34291,1990-10-04,st21,cg1
cx00104,1978-07-29,st15,cg1
cx06746,1979-11-03,st25,cg2
cx19379,1981-01-13,st25,cg1
cx20810,1990-05-19,st15,cg1
cx29360,1980-01-11,st25,cg2
cx27278,1975-07-06,st15,cg2
cx16096,1965-01-25,st15,cg2
cx22237,1985-11-01,st15,cg2
cx14999,1972-07-14,st21,cg1
cx30514,1990-07-13,st08,cg1
cx07977,1983-08-29,st04,cg1
cx33718,1967-06-24,st21,cg1
cx12507,1991-04-19,st15,cg1
cx02798,1991-04-16,st15,cg1
cx07431,1974-09-06,st04,cg2
cx38570,1979-11-18,st04,cg2
cx02550,1991-07-22,st25,cg1
cx25438,1983-04-04,st08,cg2
cx29038,1985-08-21,st25,cg1
cx33533,1956-04-23,st15,cg1
cx01828,1968-12-04,st22,cg2
cx05454,1983-12-30,st05,cg2
cx08833,1987-03-11,st15,cg2
cx27598,1987-06-06,st15,cg2
cx01871,1991-07-02,st25,cg1
cx21081,1990-07-16,st15,cg2
cx04679,1977-11-12,st26,cg1
cx12274,1989-04-28,st15,cg1
cx15784,1973-10-28,st15,cg2
cx23695,1982-06-04,st15,cg1
cx09805,1989-06-10,st25,cg1
cx15084,1979-06-21,st15,cg1
cx16964,1960-11-26,st15,cg1
cx03309,1989-09-29,st15,cg2
cx22148,1953-09-01,st21,cg1
cx05165,1980-03-06,st15,cg1
cx24526,1941-10-20,st21,cg1
cx37797,1967-07-28,st25,cg1
cx08705,1975-02-22,st15,cg1
cx22182,1976-08-17,st25,cg1
cx29096,1964-07-12,st08,cg1
cx25423,1969-09-10,st15,cg2
cx21814,1985-05-13,st15,cg1
cx11379,1985-09-14,st15,cg2
cx36101,1988-02-23,st15,cg1
cx31680,1953-11-04,st15,cg1
cx04629,1987-03-20,st15,cg2
cx05518,1950-07-09,st15,cg2
cx34934,1977-03-23,st15,cg1
cx34336,1966-12-27,st04,cg2
cx08140,1974-04-17,st04,cg1
cx36534,1972-01-14,st15,cg1
cx22394,1976-04-22,st21,cg2
cx01706,1979-12-30,st21,cg2
cx09435,1968-06-21,st03,cg1
cx38249,1958-02-19,st15,cg2
cx01471,1961-06-05,st21,cg2
cx20504,1978-07-18,st25,cg2
cx03495,1977-04-20,st15,cg1
cx06461,1959-05-28,st25,cg1
cx10326,1984-08-29,st15,cg1
cx38115,1956-08-28,st15,cg1
cx38542,1974-08-13,st25,cg1
cx07460,1976-01-14,st15,cg2
cx00300,1977-12-18,st15,cg1
cx17731,1977-04-23,st25,cg2
cx30670,1973-01-03,st21,cg1
cx10573,1989-02-14,st15,cg2
cx37713,1985-11-13,st15,cg1
cx00613,1983-10-18,st15,cg1
cx21433,1982-02-22,st15,cg2
cx31859,1958-04-20,st15,cg1
cx12989,1945-08-20,st25,cg2
cx32523,1985-04-23,st15,cg2
cx28708,1971-06-20,st15,cg1
cx03659,1976-11-18,st15,cg1
cx36717,1974-03-22,st03,cg1
cx07648,1969-04-25,st15,cg1
cx26851,1964-02-24,st15,cg1
cx14418,1966-12-11,st15,cg2
cx02294,1981-08-02,st15,cg2
cx37828,1991-11-11,st15,cg2
cx12458,1993-11-09,st08,cg2
cx22233,1981-04-06,st25,cg1
cx10190,1980-07-23,st25,cg2
cx31032,1971-07-25,st21,cg2
cx00036,1980-05-31,st25,cg1
cx01731,1985-05-26,st25,cg1
cx03482,1969-06-23,st18,cg2
cx34756,1961-12-09,st15,cg2
cx02334,1964-10-20,st15,cg2
cx10587,1989-09-22,st15,cg2
cx26718,1979-10-05,st21,cg1
cx09845,1982-10-28,st15,cg1
cx34187,1958-07-06,st15,cg1
cx13174,1983-04-11,st15,cg2
cx26534,1990-04-21,st15,cg2
cx07749,1969-03-22,st15,cg1
cx31044,1973-06-18,st15,cg1
cx12757,1981-04-08,st15,cg1
cx08893,1979-03-02,st15,cg2
cx36772,1987-11-17,st25,cg1
cx18773,1982-09-26,st21,cg2
cx03832,1987-10-13,st21,cg1
cx02596,1987-05-17,st21,cg2
cx00214,1986-05-18,st02,cg2
cx27708,1966-09-30,st15,cg2
cx16496,1981-11-22,st15,cg1
cx16656,1975-09-01,st15,cg2
cx13828,1992-01-12,st15,cg2
cx34752,1986-11-20,st25,cg1
cx21348,1950-11-07,st25,cg1
cx27817,1992-10-04,st15,cg2
cx09273,1980-06-15,st02,cg1
