product_id,category_lv0,category_lv1,category_lv2,category_lv3,category_lv4
px03854,mk01,mk01:205,mk01:205:550,mk01:205:550:207,mk01:205:550:207:04269
px03575,mk08,mk08:022,mk08:022:316,mk08:022:316:103,mk08:022:316:103:00717
px07785,mk22,mk22:168,mk22:168:205,mk22:168:205:120,mk22:168:205:120:01567
px01146,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:09473
px05981,mk22,mk22:168,mk22:168:188,mk22:168:188:103,mk22:168:188:103:06102
px04210,mk35,mk35:072,mk35:072:518,mk35:072:518:182,mk35:072:518:182:09934
px12254,mk17,mk17:139,mk17:139:103,mk17:139:103:103,mk17:139:103:103:09955
px12130,mk17,mk17:139,mk17:139:103,mk17:139:103:103,mk17:139:103:103:09955
px09593,mk17,mk17:196,mk17:196:107,mk17:196:107:103,mk17:196:107:103:09781
px00853,mk22,mk22:098,mk22:098:142,mk22:098:142:103,mk22:098:142:103:03856
px01495,mk17,mk17:196,mk17:196:107,mk17:196:107:103,mk17:196:107:103:09781
px06721,mk17,mk17:196,mk17:196:066,mk17:196:066:103,mk17:196:066:103:10100
px10164,mk17,mk17:196,mk17:196:066,mk17:196:066:103,mk17:196:066:103:10100
px08373,mk17,mk17:202,mk17:202:024,mk17:202:024:103,mk17:202:024:103:08439
px09335,mk17,mk17:202,mk17:202:024,mk17:202:024:103,mk17:202:024:103:08439
px01806,mk17,mk17:016,mk17:016:479,mk17:016:479:103,mk17:016:479:103:09059
px02289,mk17,mk17:016,mk17:016:479,mk17:016:479:103,mk17:016:479:103:09059
px07291,mk17,mk17:016,mk17:016:479,mk17:016:479:103,mk17:016:479:103:09059
px08976,mk17,mk17:016,mk17:016:479,mk17:016:479:103,mk17:016:479:103:09059
px05406,mk17,mk17:016,mk17:016:103,mk17:016:103:103,mk17:016:103:103:07580
px00189,mk22,mk22:100,mk22:100:391,mk22:100:391:103,mk22:100:391:103:01366
px01124,mk25,mk25:215,mk25:215:103,mk25:215:103:099,mk25:215:103:099:04494
px09532,mk13,mk13:280,mk13:280:095,mk13:280:095:103,mk13:280:095:103:02931
px04025,mk38,mk38:072,mk38:072:019,mk38:072:019:182,mk38:072:019:182:04369
px06632,mk17,mk17:118,mk17:118:214,mk17:118:214:259,mk17:118:214:259:09812
px06138,mk17,mk17:118,mk17:118:214,mk17:118:214:259,mk17:118:214:259:09812
px01595,mk16,mk16:145,mk16:145:489,mk16:145:489:069,mk16:145:489:069:05838
px06415,mk16,mk16:145,mk16:145:489,mk16:145:489:069,mk16:145:489:069:07677
px04437,mk10,mk10:071,mk10:071:493,mk10:071:493:103,mk10:071:493:103:09644
px00501,mk16,mk16:145,mk16:145:489,mk16:145:489:069,mk16:145:489:069:05664
px11792,mk16,mk16:145,mk16:145:489,mk16:145:489:069,mk16:145:489:069:08480
px12589,mk11,mk11:172,mk11:172:466,mk11:172:466:103,mk11:172:466:103:09988
px10501,mk38,mk38:072,mk38:072:019,mk38:072:019:182,mk38:072:019:182:00829
px08791,mk27,mk27:112,mk27:112:544,mk27:112:544:103,mk27:112:544:103:00766
px02232,mk27,mk27:112,mk27:112:544,mk27:112:544:103,mk27:112:544:103:00766
px06424,mk11,mk11:013,mk11:013:037,mk11:013:037:150,mk11:013:037:150:08678
px03275,mk11,mk11:013,mk11:013:037,mk11:013:037:150,mk11:013:037:150:08678
px00591,mk11,mk11:013,mk11:013:037,mk11:013:037:150,mk11:013:037:150:00197
px11426,mk25,mk25:213,mk25:213:318,mk25:213:318:143,mk25:213:318:143:08406
px05744,mk11,mk11:013,mk11:013:103,mk11:013:103:103,mk11:013:103:103:08013
px11115,mk11,mk11:013,mk11:013:103,mk11:013:103:103,mk11:013:103:103:01293
px03255,mk11,mk11:013,mk11:013:103,mk11:013:103:103,mk11:013:103:103:01913
px02076,mk11,mk11:013,mk11:013:103,mk11:013:103:103,mk11:013:103:103:01913
px03406,mk11,mk11:172,mk11:172:103,mk11:172:103:103,mk11:172:103:103:09307
px09038,mk11,mk11:172,mk11:172:103,mk11:172:103:103,mk11:172:103:103:09307
px09750,mk04,mk04:262,mk04:262:488,mk04:262:488:103,mk04:262:488:103:04435
px12521,mk06,mk06:073,mk06:073:103,mk06:073:103:103,mk06:073:103:103:09284
px00778,mk44,mk44:260,mk44:260:103,mk44:260:103:063,mk44:260:103:063:04027
px02615,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:08193
px02348,mk04,mk04:262,mk04:262:488,mk04:262:488:162,mk04:262:488:162:02128
px04585,mk04,mk04:262,mk04:262:488,mk04:262:488:162,mk04:262:488:162:07853
px01195,mk04,mk04:262,mk04:262:488,mk04:262:488:162,mk04:262:488:162:03485
px08626,mk25,mk25:067,mk25:067:287,mk25:067:287:103,mk25:067:287:103:03707
px06086,mk25,mk25:067,mk25:067:287,mk25:067:287:103,mk25:067:287:103:00543
px09226,mk10,mk10:071,mk10:071:443,mk10:071:443:089,mk10:071:443:089:03389
px02305,mk10,mk10:071,mk10:071:443,mk10:071:443:089,mk10:071:443:089:03389
px05020,mk28,mk28:006,mk28:006:103,mk28:006:103:103,mk28:006:103:103:03985
px11846,mk31,mk31:055,mk31:055:431,mk31:055:431:139,mk31:055:431:139:07490
px07765,mk20,mk20:286,mk20:286:227,mk20:286:227:103,mk20:286:227:103:05832
px01114,mk17,mk17:247,mk17:247:523,mk17:247:523:047,mk17:247:523:047:01407
px07699,mk17,mk17:247,mk17:247:523,mk17:247:523:047,mk17:247:523:047:01407
px03652,mk28,mk28:015,mk28:015:103,mk28:015:103:103,mk28:015:103:103:00883
px04882,mk12,mk12:220,mk12:220:106,mk12:220:106:135,mk12:220:106:135:09979
px11273,mk03,mk03:291,mk03:291:425,mk03:291:425:103,mk03:291:425:103:09587
px06378,mk29,mk29:268,mk29:268:529,mk29:268:529:103,mk29:268:529:103:06994
px03888,mk04,mk04:116,mk04:116:180,mk04:116:180:103,mk04:116:180:103:04370
px09487,mk04,mk04:128,mk04:128:103,mk04:128:103:103,mk04:128:103:103:02632
px07408,mk04,mk04:128,mk04:128:087,mk04:128:087:076,mk04:128:087:076:02562
px03942,mk20,mk20:101,mk20:101:345,mk20:101:345:190,mk20:101:345:190:04357
px00566,mk04,mk04:227,mk04:227:103,mk04:227:103:103,mk04:227:103:103:05413
px03648,mk04,mk04:227,mk04:227:103,mk04:227:103:103,mk04:227:103:103:02110
px01804,mk04,mk04:227,mk04:227:103,mk04:227:103:103,mk04:227:103:103:09228
px11750,mk17,mk17:120,mk17:120:498,mk17:120:498:047,mk17:120:498:047:07039
px11342,mk17,mk17:120,mk17:120:498,mk17:120:498:047,mk17:120:498:047:07039
px01643,mk50,mk50:267,mk50:267:103,mk50:267:103:103,mk50:267:103:103:01550
px08564,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:07849
px02767,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:07849
px11592,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:07849
px04246,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:07849
px07916,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:07849
px00047,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:09687
px01150,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:05239
px05146,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:05239
px08732,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:09687
px08388,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:09687
px00766,mk42,mk42:085,mk42:085:065,mk42:085:065:103,mk42:085:065:103:09687
px02630,mk42,mk42:261,mk42:261:065,mk42:261:065:103,mk42:261:065:103:05758
px05822,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:10097
px01567,mk37,mk37:075,mk37:075:172,mk37:075:172:103,mk37:075:172:103:04773
px10453,mk37,mk37:075,mk37:075:103,mk37:075:103:103,mk37:075:103:103:08721
px11765,mk40,mk40:263,mk40:263:103,mk40:263:103:103,mk40:263:103:103:05080
px06578,mk40,mk40:263,mk40:263:103,mk40:263:103:103,mk40:263:103:103:10356
px04721,mk40,mk40:226,mk40:226:103,mk40:226:103:103,mk40:226:103:103:07664
px07673,mk17,mk17:118,mk17:118:103,mk17:118:103:103,mk17:118:103:103:09424
px06907,mk17,mk17:094,mk17:094:024,mk17:094:024:031,mk17:094:024:031:02261
px09449,mk17,mk17:094,mk17:094:024,mk17:094:024:031,mk17:094:024:031:02261
px04660,mk17,mk17:094,mk17:094:024,mk17:094:024:163,mk17:094:024:163:06504
px03194,mk17,mk17:196,mk17:196:404,mk17:196:404:103,mk17:196:404:103:10054
px01012,mk17,mk17:153,mk17:153:103,mk17:153:103:103,mk17:153:103:103:02363
px05373,mk17,mk17:153,mk17:153:103,mk17:153:103:103,mk17:153:103:103:02363
px12339,mk17,mk17:196,mk17:196:230,mk17:196:230:103,mk17:196:230:103:03625
px05372,mk17,mk17:196,mk17:196:230,mk17:196:230:103,mk17:196:230:103:03625
px05340,mk10,mk10:086,mk10:086:288,mk10:086:288:103,mk10:086:288:103:06866
px03423,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:00241
px12389,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:00241
px02930,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:00117
px06436,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:04906
px11647,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:04906
px09871,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:08737
px07101,mk17,mk17:052,mk17:052:103,mk17:052:103:103,mk17:052:103:103:08737
px08186,mk17,mk17:208,mk17:208:103,mk17:208:103:103,mk17:208:103:103:10501
px03039,mk17,mk17:208,mk17:208:103,mk17:208:103:103,mk17:208:103:103:10501
px10740,mk17,mk17:202,mk17:202:375,mk17:202:375:103,mk17:202:375:103:07719
px07500,mk17,mk17:206,mk17:206:315,mk17:206:315:103,mk17:206:315:103:09550
px04399,mk17,mk17:206,mk17:206:315,mk17:206:315:103,mk17:206:315:103:09550
px10849,mk17,mk17:196,mk17:196:253,mk17:196:253:103,mk17:196:253:103:06173
px04795,mk17,mk17:196,mk17:196:253,mk17:196:253:103,mk17:196:253:103:06173
px10549,mk21,mk21:127,mk21:127:072,mk21:127:072:103,mk21:127:072:103:09604
px01346,mk25,mk25:279,mk25:279:131,mk25:279:131:103,mk25:279:131:103:08124
px01445,mk25,mk25:279,mk25:279:502,mk25:279:502:103,mk25:279:502:103:00870
px09838,mk22,mk22:252,mk22:252:355,mk22:252:355:103,mk22:252:355:103:03633
px03222,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:05382
px10908,mk17,mk17:251,mk17:251:555,mk17:251:555:253,mk17:251:555:253:08645
px03091,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:06514
px02423,mk22,mk22:252,mk22:252:355,mk22:252:355:103,mk22:252:355:103:04922
px00081,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:00546
px08750,mk23,mk23:134,mk23:134:411,mk23:134:411:191,mk23:134:411:191:07092
px02949,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:08248
px00336,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:05510
px11737,mk23,mk23:134,mk23:134:411,mk23:134:411:091,mk23:134:411:091:06298
px08448,mk23,mk23:134,mk23:134:411,mk23:134:411:039,mk23:134:411:039:07624
px08421,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:02002
px01573,mk23,mk23:134,mk23:134:411,mk23:134:411:149,mk23:134:411:149:00886
px09172,mk27,mk27:112,mk27:112:405,mk27:112:405:103,mk27:112:405:103:10492
px11086,mk27,mk27:112,mk27:112:405,mk27:112:405:103,mk27:112:405:103:01601
px00880,mk27,mk27:019,mk27:019:124,mk27:019:124:103,mk27:019:124:103:10281
px05772,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:03369
px12004,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:03369
px01510,mk21,mk21:017,mk21:017:103,mk21:017:103:103,mk21:017:103:103:07437
px01897,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:06696
px05108,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:00713
px10284,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:09526
px05863,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:02014
px07277,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:05029
px01846,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:04133
px00112,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:09178
px00473,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:08952
px10068,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:08575
px03820,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:03956
px07542,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:08329
px09373,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:03108
px04388,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:01288
px10526,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:01353
px01184,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:01299
px04920,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:02409
px03672,mk16,mk16:008,mk16:008:516,mk16:008:516:136,mk16:008:516:136:02409
px08335,mk25,mk25:164,mk25:164:118,mk25:164:118:157,mk25:164:118:157:02024
px10825,mk28,mk28:010,mk28:010:103,mk28:010:103:103,mk28:010:103:103:04445
px02109,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:10089
px02928,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:06974
px04345,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:06449
px08345,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:02119
px04602,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:00756
px03117,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:01870
px06072,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:10523
px09292,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:07573
px05791,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:05299
px09694,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:01774
px07627,mk01,mk01:205,mk01:205:550,mk01:205:550:207,mk01:205:550:207:04850
px11056,mk01,mk01:205,mk01:205:550,mk01:205:550:207,mk01:205:550:207:06983
px03659,mk01,mk01:205,mk01:205:550,mk01:205:550:207,mk01:205:550:207:10399
px11138,mk01,mk01:205,mk01:205:550,mk01:205:550:207,mk01:205:550:207:01328
px09174,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:04051
px10845,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:06046
px04986,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:03837
px09153,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:05361
px12562,mk20,mk20:101,mk20:101:530,mk20:101:530:050,mk20:101:530:050:07477
px06278,mk20,mk20:101,mk20:101:530,mk20:101:530:050,mk20:101:530:050:05836
px02985,mk03,mk03:291,mk03:291:213,mk03:291:213:103,mk03:291:213:103:09965
px01194,mk50,mk50:267,mk50:267:103,mk50:267:103:103,mk50:267:103:103:07858
px00046,mk50,mk50:211,mk50:211:103,mk50:211:103:103,mk50:211:103:103:04422
px00977,mk01,mk01:191,mk01:191:058,mk01:191:058:210,mk01:191:058:210:07311
px10264,mk01,mk01:198,mk01:198:112,mk01:198:112:164,mk01:198:112:164:04387
px03018,mk25,mk25:284,mk25:284:144,mk25:284:144:103,mk25:284:144:103:02069
px01579,mk22,mk22:098,mk22:098:142,mk22:098:142:103,mk22:098:142:103:02486
px02609,mk25,mk25:130,mk25:130:289,mk25:130:289:157,mk25:130:289:157:07438
px07697,mk25,mk25:130,mk25:130:289,mk25:130:289:157,mk25:130:289:157:07438
px11743,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:08915
px01585,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:10144
px09304,mk10,mk10:078,mk10:078:493,mk10:078:493:103,mk10:078:493:103:03397
px06651,mk10,mk10:078,mk10:078:493,mk10:078:493:103,mk10:078:493:103:03397
px10800,mk10,mk10:078,mk10:078:493,mk10:078:493:103,mk10:078:493:103:03567
px04100,mk20,mk20:148,mk20:148:187,mk20:148:187:103,mk20:148:187:103:08283
px07832,mk27,mk27:009,mk27:009:103,mk27:009:103:103,mk27:009:103:103:06639
px05175,mk27,mk27:009,mk27:009:103,mk27:009:103:103,mk27:009:103:103:06571
px12413,mk27,mk27:009,mk27:009:103,mk27:009:103:103,mk27:009:103:103:07352
px08999,mk03,mk03:291,mk03:291:531,mk03:291:531:103,mk03:291:531:103:05548
px00316,mk03,mk03:291,mk03:291:531,mk03:291:531:103,mk03:291:531:103:08924
px10854,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:06641
px11875,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:09740
px07269,mk22,mk22:252,mk22:252:355,mk22:252:355:103,mk22:252:355:103:05945
px09882,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:09268
px06195,mk01,mk01:205,mk01:205:325,mk01:205:325:156,mk01:205:325:156:07654
px01625,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:00127
px06428,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:05960
px06488,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:05960
px05793,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:05960
px09967,mk03,mk03:092,mk03:092:103,mk03:092:103:103,mk03:092:103:103:01544
px03618,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:00873
px05077,mk04,mk04:218,mk04:218:402,mk04:218:402:162,mk04:218:402:162:09956
px04442,mk50,mk50:137,mk50:137:103,mk50:137:103:103,mk50:137:103:103:10590
px01072,mk50,mk50:137,mk50:137:103,mk50:137:103:103,mk50:137:103:103:00758
px08898,mk06,mk06:073,mk06:073:103,mk06:073:103:103,mk06:073:103:103:10602
px06313,mk28,mk28:142,mk28:142:103,mk28:142:103:103,mk28:142:103:103:04102
px08442,mk04,mk04:057,mk04:057:435,mk04:057:435:044,mk04:057:435:044:03976
px04090,mk25,mk25:067,mk25:067:287,mk25:067:287:103,mk25:067:287:103:01150
px10508,mk25,mk25:266,mk25:266:103,mk25:266:103:103,mk25:266:103:103:03339
px06876,mk31,mk31:088,mk31:088:159,mk31:088:159:103,mk31:088:159:103:05316
px00410,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:07694
px04673,mk12,mk12:220,mk12:220:106,mk12:220:106:135,mk12:220:106:135:04971
px00038,mk29,mk29:155,mk29:155:340,mk29:155:340:245,mk29:155:340:245:00056
px03182,mk29,mk29:155,mk29:155:103,mk29:155:103:103,mk29:155:103:103:00639
px00577,mk29,mk29:068,mk29:068:429,mk29:068:429:103,mk29:068:429:103:07572
px11742,mk29,mk29:068,mk29:068:156,mk29:068:156:103,mk29:068:156:103:10262
px03786,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:00836
px12092,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:08956
px00714,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:09165
px11954,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:03104
px08826,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:02484
px01088,mk29,mk29:060,mk29:060:228,mk29:060:228:103,mk29:060:228:103:04090
px12319,mk29,mk29:039,mk29:039:147,mk29:039:147:103,mk29:039:147:103:10336
px02336,mk29,mk29:155,mk29:155:340,mk29:155:340:151,mk29:155:340:151:00778
px04950,mk29,mk29:186,mk29:186:373,mk29:186:373:103,mk29:186:373:103:02247
px04289,mk29,mk29:186,mk29:186:373,mk29:186:373:103,mk29:186:373:103:02263
px09416,mk04,mk04:187,mk04:187:181,mk04:187:181:103,mk04:187:181:103:08876
px01455,mk04,mk04:187,mk04:187:092,mk04:187:092:103,mk04:187:092:103:01800
px10385,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:07962
px02883,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:07962
px06635,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:03508
px00882,mk13,mk13:034,mk13:034:223,mk13:034:223:103,mk13:034:223:103:05228
px01711,mk03,mk03:291,mk03:291:213,mk03:291:213:103,mk03:291:213:103:08942
px11188,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:02444
px03116,mk03,mk03:092,mk03:092:378,mk03:092:378:103,mk03:092:378:103:08555
px07798,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:01751
px06841,mk38,mk38:072,mk38:072:056,mk38:072:056:182,mk38:072:056:182:09423
px05590,mk28,mk28:015,mk28:015:103,mk28:015:103:103,mk28:015:103:103:01238
px02246,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:00615
px09654,mk21,mk21:017,mk21:017:103,mk21:017:103:103,mk21:017:103:103:03273
px03500,mk50,mk50:011,mk50:011:103,mk50:011:103:103,mk50:011:103:103:10577
px12271,mk50,mk50:244,mk50:244:187,mk50:244:187:103,mk50:244:187:103:06343
px05803,mk50,mk50:244,mk50:244:187,mk50:244:187:103,mk50:244:187:103:03634
px03753,mk12,mk12:220,mk12:220:103,mk12:220:103:103,mk12:220:103:103:07420
px07377,mk16,mk16:024,mk16:024:180,mk16:024:180:060,mk16:024:180:060:02784
px06498,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:03953
px00240,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:03953
px05043,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:08553
px07931,mk22,mk22:098,mk22:098:486,mk22:098:486:103,mk22:098:486:103:08274
px01598,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:03283
px07406,mk22,mk22:098,mk22:098:272,mk22:098:272:103,mk22:098:272:103:03786
px01098,mk28,mk28:040,mk28:040:103,mk28:040:103:103,mk28:040:103:103:07059
px00395,mk29,mk29:183,mk29:183:195,mk29:183:195:103,mk29:183:195:103:10435
px09133,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:05584
px01902,mk06,mk06:020,mk06:020:012,mk06:020:012:103,mk06:020:012:103:05584
px05596,mk28,mk28:040,mk28:040:103,mk28:040:103:103,mk28:040:103:103:10111
px12388,mk10,mk10:078,mk10:078:493,mk10:078:493:103,mk10:078:493:103:10514
px01181,mk44,mk44:189,mk44:189:222,mk44:189:222:103,mk44:189:222:103:03749
px06413,mk44,mk44:189,mk44:189:222,mk44:189:222:103,mk44:189:222:103:00664
px01912,mk40,mk40:226,mk40:226:103,mk40:226:103:103,mk40:226:103:103:01694
px11324,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:04060
px08972,mk10,mk10:071,mk10:071:401,mk10:071:401:103,mk10:071:401:103:04060
px02215,mk06,mk06:147,mk06:147:103,mk06:147:103:103,mk06:147:103:103:08171
px09025,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:00703
px10441,mk03,mk03:092,mk03:092:397,mk03:092:397:103,mk03:092:397:103:00703
px07953,mk21,mk21:127,mk21:127:505,mk21:127:505:103,mk21:127:505:103:00602
px04101,mk16,mk16:024,mk16:024:180,mk16:024:180:166,mk16:024:180:166:03986
px05602,mk40,mk40:200,mk40:200:103,mk40:200:103:103,mk40:200:103:103:00930
px08012,mk40,mk40:114,mk40:114:103,mk40:114:103:103,mk40:114:103:103:00036
px09385,mk22,mk22:001,mk22:001:391,mk22:001:391:103,mk22:001:391:103:02504
px04880,mk10,mk10:117,mk10:117:103,mk10:117:103:103,mk10:117:103:103:07154
px06792,mk03,mk03:291,mk03:291:213,mk03:291:213:103,mk03:291:213:103:08366
px11169,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:08057
px09498,mk39,mk39:201,mk39:201:449,mk39:201:449:103,mk39:201:449:103:02205
px03874,mk03,mk03:291,mk03:291:391,mk03:291:391:103,mk03:291:391:103:03236
px01692,mk11,mk11:172,mk11:172:466,mk11:172:466:103,mk11:172:466:103:02979
px12272,mk20,mk20:101,mk20:101:291,mk20:101:291:212,mk20:101:291:212:00979
px10880,mk04,mk04:074,mk04:074:103,mk04:074:103:103,mk04:074:103:103:05560
px00124,mk04,mk04:128,mk04:128:103,mk04:128:103:103,mk04:128:103:103:01428
px07360,mk29,mk29:183,mk29:183:004,mk29:183:004:103,mk29:183:004:103:03549
px01953,mk13,mk13:177,mk13:177:187,mk13:177:187:103,mk13:177:187:103:03540
px10841,mk44,mk44:189,mk44:189:552,mk44:189:552:103,mk44:189:552:103:09340
px09016,mk44,mk44:189,mk44:189:552,mk44:189:552:103,mk44:189:552:103:09340
px09751,mk04,mk04:292,mk04:292:103,mk04:292:103:103,mk04:292:103:103:03685
px08383,mk04,mk04:292,mk04:292:103,mk04:292:103:103,mk04:292:103:103:07220
px11798,mk16,mk16:028,mk16:028:536,mk16:028:536:103,mk16:028:536:103:01201
px02933,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:03224
px02819,mk21,mk21:089,mk21:089:468,mk21:089:468:103,mk21:089:468:103:10048
px08293,mk29,mk29:183,mk29:183:195,mk29:183:195:103,mk29:183:195:103:06071
px00907,mk29,mk29:183,mk29:183:195,mk29:183:195:103,mk29:183:195:103:06071
px09775,mk04,mk04:007,mk04:007:103,mk04:007:103:103,mk04:007:103:103:06598
px12106,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:04068
px11628,mk10,mk10:018,mk10:018:103,mk10:018:103:103,mk10:018:103:103:00389
px06119,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:06716
px04346,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:05596
px09786,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:08401
px03795,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:00133
px08470,mk28,mk28:051,mk28:051:103,mk28:051:103:103,mk28:051:103:103:07212
px01892,mk21,mk21:017,mk21:017:103,mk21:017:103:103,mk21:017:103:103:05453
px06171,mk29,mk29:183,mk29:183:359,mk29:183:359:103,mk29:183:359:103:06233
px05033,mk29,mk29:268,mk29:268:103,mk29:268:103:103,mk29:268:103:103:01997
px07521,mk21,mk21:089,mk21:089:497,mk21:089:497:103,mk21:089:497:103:00921
